"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"2017-07-14",150000,154500,149500,154000,776297
"2017-07-17",153500,154000,149500,150500,503286
"2017-07-18",151000,151500,147000,148000,531137
"2017-07-19",148500,149500,147000,148500,480211
"2017-07-20",149000,149000,145000,148000,482332
"2017-07-21",148000,148000,146500,147500,303019
"2017-07-24",148000,148000,144500,145000,558419
"2017-07-25",145000,147500,144500,146000,769128
"2017-07-26",147000,150000,146500,148000,1000733
"2017-07-27",148000,148500,144500,146500,552184
"2017-07-28",146500,150000,146500,149500,857408
"2017-07-31",149500,149500,144500,145000,871600
"2017-08-01",145000,147000,144500,145500,415903
"2017-08-02",146500,148000,145500,147500,462222
"2017-08-03",147500,149500,146000,148500,643295
"2017-08-04",148000,151000,147000,150000,520334
"2017-08-07",150500,151000,148000,148000,280334
"2017-08-08",147000,147500,143500,144000,655022
"2017-08-09",145000,146000,144000,146000,391355
"2017-08-10",144500,146500,144000,145000,576598
"2017-08-11",143500,145500,141000,142000,607681
"2017-08-14",142500,146000,142000,144500,319856
"2017-08-16",145000,146000,143000,144500,417168
"2017-08-17",143000,144500,141500,144000,250791
"2017-08-18",144000,145500,143500,144500,253371
"2017-08-21",145000,148500,143500,148000,430402
"2017-08-22",148000,150000,145000,147000,533818
"2017-08-23",146500,147500,145500,146500,245112
"2017-08-24",146500,147000,143500,143500,505047
"2017-08-25",143500,145500,143000,144500,362052
"2017-08-28",144000,146000,144000,144500,319822
"2017-08-29",143000,144500,142500,144000,332462
"2017-08-30",142500,144000,138500,143000,762771
"2017-08-31",142000,145000,139500,140500,834907
"2017-09-01",141000,143500,139500,143000,541048
"2017-09-04",140000,142500,139500,140000,326756
"2017-09-05",141000,142000,137000,138000,546091
"2017-09-06",138000,138500,133500,136000,694527
"2017-09-07",138000,139000,137000,138000,531212
"2017-09-08",138000,138500,133000,135500,637658
"2017-09-11",134500,136500,133500,135000,488905
"2017-09-12",135000,137500,134500,136000,379325
"2017-09-13",136500,137500,133500,134000,588704
"2017-09-14",134000,137000,133000,137000,904204
"2017-09-15",135500,137000,134000,136500,369517
"2017-09-18",136500,137500,135500,137000,415861
"2017-09-19",136500,141000,136500,140000,627903
"2017-09-20",141000,143000,139500,142000,618904
"2017-09-21",140500,142000,138500,141500,467712
"2017-09-22",141000,143500,140000,142000,433155
"2017-09-25",141000,143000,140000,141000,307434
"2017-09-26",142500,147500,141500,147500,841918
"2017-09-27",146000,149000,145500,147500,623568
"2017-09-28",147000,148000,145000,147000,541478
"2017-09-29",148500,151000,147500,150500,808779
"2017-10-10",149500,152000,147500,151000,886098
"2017-10-11",151000,156500,151000,155000,993821
"2017-10-12",155000,156500,152500,156500,576444
"2017-10-13",155000,155500,152000,154500,644646
"2017-10-16",154500,155000,152000,153000,521198
"2017-10-17",153000,153500,148500,149500,510688
"2017-10-18",148000,153500,147000,150500,695484
"2017-10-19",152000,154000,150500,151500,474052
"2017-10-20",151500,152500,150500,151500,227605
"2017-10-23",151000,153000,150500,151500,387789
"2017-10-24",151500,152500,150000,151000,357958
"2017-10-25",150000,150500,146500,148500,829299
"2017-10-26",148500,160000,148000,159500,1550507
"2017-10-27",159500,161500,156500,158500,776439
"2017-10-30",160000,160500,154500,156000,540408
"2017-10-31",157000,162000,156000,161000,905364
"2017-11-01",159000,162000,158500,160500,601287
"2017-11-02",159000,160500,158000,160000,353460
"2017-11-03",161000,164000,159500,161500,426678
"2017-11-06",160000,163000,157500,158500,530662
"2017-11-07",157000,159500,153500,155000,754723
"2017-11-08",153500,157000,153500,155000,384213
"2017-11-09",156000,156000,153000,155500,543762
"2017-11-10",154000,155500,153500,154500,333985
"2017-11-13",156500,161500,156000,160500,664551
"2017-11-14",160000,160500,157500,160500,493631
"2017-11-15",161500,163000,160000,161500,568064
"2017-11-16",162000,162000,158000,159500,392185
"2017-11-17",158000,159000,156000,157000,493488
"2017-11-20",155500,157500,154000,156500,392823
"2017-11-21",157000,158500,156000,157000,279920
"2017-11-22",157000,159000,155000,155000,298605
"2017-11-23",156000,157000,154500,157000,327088
"2017-11-24",156000,159500,155500,159000,414474
"2017-11-27",158500,160000,158000,158500,508762
"2017-11-28",156500,160500,155000,157000,360463
"2017-11-29",158000,161000,157500,160500,550470
"2017-11-30",163000,166500,162500,164500,1207560
"2017-12-01",164500,165500,161500,161500,529049
"2017-12-04",160500,160500,157500,160500,412767
"2017-12-05",159000,162500,159000,161500,298181
"2017-12-06",159500,162500,159500,162000,435843
"2017-12-07",163000,163000,160000,161500,317111
"2017-12-08",159500,161000,157000,158500,562488
"2017-12-11",158000,158500,149500,150000,1235495
"2017-12-12",149000,151500,148000,150000,594577
"2017-12-13",151500,152500,150000,151500,449530
"2017-12-14",151000,154500,150500,150500,848663
"2017-12-15",151500,154000,150500,154000,414172
"2017-12-18",154000,155000,152000,154000,304658
"2017-12-19",154000,155500,152500,153000,301402
"2017-12-20",153500,154000,151000,152500,330799
"2017-12-21",151500,152500,150000,150000,393766
"2017-12-22",151000,153000,150500,153000,257517
"2017-12-26",152000,155000,151500,154000,319229
"2017-12-27",151500,157000,150000,156500,445829
"2017-12-28",154500,156000,152000,156000,405259
"2018-01-02",150500,153000,149000,149500,731763
"2018-01-03",149000,151000,149000,150500,450874
"2018-01-04",150500,151000,146000,146500,931558
"2018-01-05",146000,149000,145500,149000,463695
"2018-01-08",148500,151000,147500,151000,482619
"2018-01-09",151000,152500,149500,152500,465845
"2018-01-10",152500,158000,152000,155500,793679
"2018-01-11",156000,156500,152500,155000,476891
"2018-01-12",153500,156000,153500,154000,424738
"2018-01-15",154000,155000,151000,155000,315592
"2018-01-16",153500,158000,153000,158000,440542
"2018-01-17",157000,159000,156000,157500,363034
"2018-01-18",157500,158000,154000,155000,324686
"2018-01-19",155000,162000,154500,162000,637243
"2018-01-22",162500,164000,158500,162500,582519
"2018-01-23",163000,167500,161000,161000,727921
"2018-01-24",160500,162000,156000,156500,653451
"2018-01-25",155500,159000,154000,158500,776214
"2018-01-26",155000,155500,149000,152500,1058626
"2018-01-29",153000,155500,152000,154500,504827
"2018-01-30",155000,158000,154500,156000,458611
"2018-01-31",157000,162000,154500,162000,926031
"2018-02-01",161500,162000,158500,160500,478000
"2018-02-02",161000,164000,160500,162500,813167
"2018-02-05",162500,163000,159000,159000,670474
"2018-02-06",158000,161000,153500,157500,690538
"2018-02-07",157500,160500,156000,157500,552642
"2018-02-08",158500,163500,156500,161000,883512
"2018-02-09",156500,158500,154500,155000,721962
"2018-02-12",155500,156500,153500,154000,554120
"2018-02-13",154000,155500,152000,152500,528608
"2018-02-14",152000,155000,152000,154500,265716
"2018-02-19",156500,157000,154500,155000,265257
"2018-02-20",155000,156000,152500,153500,218792
"2018-02-21",152500,161000,152500,160000,537567
"2018-02-22",159000,159500,156000,157000,339005
"2018-02-23",158500,159500,157500,159000,275917
"2018-02-26",159000,162000,157500,161000,513314
"2018-02-27",160500,162000,160000,161000,273491
"2018-02-28",159000,163000,158000,161500,496851
"2018-03-02",158000,159000,154500,156000,591106
"2018-03-05",155500,157000,152500,153000,410894
"2018-03-06",154500,158000,154500,157000,375611
"2018-03-07",154000,155000,152000,152500,598406
"2018-03-08",153500,155000,152000,154500,488545
"2018-03-09",153500,155000,152500,154000,460548
"2018-03-12",154000,155500,153000,153500,422236
"2018-03-13",152500,155000,152500,153500,378343
"2018-03-14",152500,157000,152000,156000,605609
"2018-03-15",156500,159000,155000,157500,367882
"2018-03-16",158000,159500,156000,157500,351970
"2018-03-19",152500,153000,150000,151500,749609
"2018-03-20",150500,153500,150000,152500,311027
"2018-03-21",152500,155000,152500,154500,277076
"2018-03-22",154500,154500,152000,152500,330219
"2018-03-23",151000,153000,150500,151500,578521
"2018-03-26",151000,152500,149500,149500,466599
"2018-03-27",150000,154000,149500,154000,683470
"2018-03-28",153000,155000,148000,151500,905733
"2018-03-29",150500,152000,142500,143500,1532300
"2018-03-30",144000,145500,142500,143500,525910
"2018-04-02",144500,148500,144000,148500,569272
"2018-04-03",147000,152500,145500,152000,2258712
"2018-04-04",156000,159500,155000,156500,1198367
"2018-04-05",157000,158000,153500,154000,404008
"2018-04-06",155000,155500,152000,152500,377964
"2018-04-09",152000,153000,150500,151000,319141
"2018-04-10",150000,153000,149000,151000,371422
"2018-04-11",150500,152000,150000,150000,329076
"2018-04-12",151000,152500,150000,152000,297375
"2018-04-13",151500,152000,149500,150500,425396
"2018-04-16",151000,154000,150000,153000,303065
"2018-04-17",154000,158000,154000,157500,670905
"2018-04-18",158000,159500,157000,158500,507655
"2018-04-19",157500,158000,155000,158000,344290
"2018-04-20",157000,160000,156500,160000,406412
"2018-04-23",160000,160000,157000,159500,284140
"2018-04-24",161500,165500,161500,162500,644850
"2018-04-25",162000,164000,160000,164000,407673
"2018-04-26",164000,164000,154500,156500,861668
"2018-04-27",155000,161500,154000,158000,887506
"2018-04-30",159000,160500,157000,160000,351811
"2018-05-02",159000,160500,157000,160000,377086
"2018-05-03",162500,163000,160000,160000,324816
"2018-05-04",158000,160000,156500,158000,448848
"2018-05-08",158500,161000,154500,156000,595219
"2018-05-09",154500,156000,153500,153500,513770
"2018-05-10",152500,154000,150500,152000,747954
"2018-05-11",152000,154000,151500,153000,319288
"2018-05-14",153500,154500,150500,151000,439028
"2018-05-15",150000,151500,148000,148500,611470
"2018-05-16",148500,151500,146000,150500,599945
"2018-05-17",150500,151000,149500,149500,297968
"2018-05-18",148500,150000,148000,150000,330193
"2018-05-21",149500,151000,149000,149000,332251
"2018-05-23",147000,148500,144000,144500,1062994
"2018-05-24",144000,144500,139000,140000,1387498
"2018-05-25",139500,141000,138500,139000,697859
"2018-05-28",139000,140500,138000,138500,498199
"2018-05-29",139500,141000,139000,140000,471953
"2018-05-30",138500,139500,136000,137500,648596
"2018-05-31",139000,140000,137500,139000,835047
"2018-06-01",138500,140000,137500,140000,395619
"2018-06-04",140000,144000,139000,143000,903195
"2018-06-05",143500,144000,140500,142500,374748
"2018-06-07",142000,144000,141500,142500,511413
"2018-06-08",142000,142500,140000,141000,539842
"2018-06-11",140000,140500,139000,139500,441032
"2018-06-12",140000,142000,139500,140500,486396
"2018-06-14",138500,139000,135000,135000,1036041
"2018-06-15",136000,136500,133000,134000,762750
"2018-06-18",134500,136500,134500,135000,497745
"2018-06-19",134000,135000,131000,131500,781548
"2018-06-20",130500,131500,129000,129500,595333
"2018-06-21",129500,130500,127000,127000,608003
"2018-06-22",126000,131000,125000,130000,716503
"2018-06-25",129500,130000,128000,129000,563769
"2018-06-26",128000,131000,127500,129500,703936
"2018-06-27",129000,130500,125500,127500,935679
"2018-06-28",126000,126500,123000,125000,1101059
"2018-06-29",124500,126000,123500,125500,496503
"2018-07-02",125000,125500,123000,123500,428578
"2018-07-03",125500,125500,119500,122000,556533
"2018-07-04",120500,122500,118000,119500,510210
"2018-07-05",119000,122000,118000,121500,845590
"2018-07-06",122500,126000,122500,123500,658197
"2018-07-09",124000,125000,122500,124500,303024
"2018-07-10",123500,125500,122500,123500,328075
"2018-07-11",121000,123000,120500,121500,384762
"2018-07-12",121500,125000,121000,123000,613187
"2018-07-13",123500,125000,122000,122500,306680
"2018-07-16",122500,127500,122500,126000,494043
"2018-07-17",126000,129000,125000,126500,436989
"2018-07-18",127000,128500,124000,124000,325090
"2018-07-19",125000,125500,123500,124000,359064
"2018-07-20",124500,128500,122500,127000,463776
"2018-07-23",127500,131000,127000,129500,660426
"2018-07-24",129500,130000,126500,129500,479217
"2018-07-25",130000,130500,129000,130500,305338
"2018-07-26",131000,131500,128000,130000,484321
"2018-07-27",129500,131500,129000,129500,365369
"2018-07-30",129000,131000,128500,130500,179748
"2018-07-31",131000,131000,128500,129500,306556
"2018-08-01",130000,130500,128000,128500,244440
"2018-08-02",128000,128500,124000,125500,425332
"2018-08-03",124000,125500,124000,124000,468331
"2018-08-06",124500,126000,124000,124500,317150
"2018-08-07",124000,126000,123500,125000,285278
"2018-08-08",125500,129500,125500,127500,816582
"2018-08-09",126500,127500,125500,126000,532068
"2018-08-10",126000,127000,124500,126000,194355
"2018-08-13",125000,126000,123000,123500,319273
"2018-08-14",124500,125000,122500,123000,291859
"2018-08-16",122000,127000,122000,126500,561446
"2018-08-17",125500,127000,125000,126500,207735
"2018-08-20",127500,128000,126000,127500,310969
"2018-08-21",127000,127500,124000,125500,339831
"2018-08-22",125500,127000,124500,126000,329800
"2018-08-23",125500,126000,123000,124500,229027
"2018-08-24",123500,124500,123000,124500,232363
"2018-08-27",125000,125500,123500,124000,226756
"2018-08-28",125000,127000,124000,125000,402853
"2018-08-29",125000,125000,123500,124000,309579
"2018-08-30",124000,125000,123000,123500,385998
"2018-08-31",124000,126000,123000,125000,529278
"2018-09-03",124500,126000,123500,125000,264041
"2018-09-04",125500,127000,124500,126500,297393
"2018-09-05",126500,131000,126500,129000,871735
"2018-09-06",130000,136000,130000,134000,935048
"2018-09-07",136000,137000,131500,133000,793026
"2018-09-10",131500,133500,130000,131000,320236
"2018-09-11",130000,130500,128000,128000,514468
"2018-09-12",128500,131000,128000,129500,340635
"2018-09-13",130500,130500,128000,128500,411245
"2018-09-14",129500,131000,129000,129500,259936
"2018-09-17",129000,129500,128000,128500,305158
"2018-09-18",128500,130000,128000,128000,368661
"2018-09-19",128500,129000,125500,126500,420484
"2018-09-20",126500,130000,126000,129000,378436
"2018-09-21",131000,131000,127500,129000,765535
"2018-09-27",130000,130500,128500,130500,465760
"2018-09-28",130000,130500,128000,129500,295867
"2018-10-01",130000,130000,128500,129000,233662
"2018-10-02",128500,129500,128000,128500,215297
"2018-10-04",128500,129000,122500,124500,671140
"2018-10-05",126000,126000,123000,124500,284015
"2018-10-08",123500,124000,121500,122000,386710
"2018-10-10",122500,123000,119500,120000,536984
"2018-10-11",118500,120500,116000,116000,701523
"2018-10-12",115500,118000,114500,115500,672541
"2018-10-15",116500,117000,111500,113500,697689
"2018-10-16",114000,117500,113500,116500,503295
"2018-10-17",117500,119500,116500,118500,385112
"2018-10-18",118000,118500,114000,116000,708181
"2018-10-19",114500,117500,114000,115500,493067
"2018-10-22",115000,118000,114500,118000,378176
"2018-10-23",117000,118000,114000,116500,575347
"2018-10-24",117500,118500,116000,117000,776694
"2018-10-25",116000,116000,102500,110000,1633392
"2018-10-26",110000,113000,107500,108000,867074
"2018-10-29",106000,108500,104000,106000,876545
"2018-10-30",106500,109500,106000,107500,429587
"2018-10-31",106500,107000,103500,106500,752213
"2018-11-01",106500,109000,104500,108500,487868
"2018-11-02",107000,110500,106500,110000,586857
"2018-11-05",107000,107500,103500,104000,921610
"2018-11-06",105000,108500,104500,107500,775343
"2018-11-07",106500,108000,105500,107500,619311
"2018-11-08",109000,109000,105500,105500,588487
"2018-11-09",106000,110000,104500,105000,668003
"2018-11-12",105000,105500,100500,102000,792697
"2018-11-13",99900,102500,99600,102500,397209
"2018-11-14",103500,104500,100500,101500,637102
"2018-11-15",101000,103500,100500,103000,449187
"2018-11-16",104000,104500,102000,103000,361507
"2018-11-19",103000,103500,101000,101500,555495
"2018-11-20",101000,101000,97100,97500,1295271
"2018-11-21",96500,97900,95800,97800,883111
"2018-11-22",98000,98000,92500,92800,1527106
"2018-11-23",92800,94000,92600,93700,558490
